question,cluster_name
আমি কার্ড এর অ্যাপ ডাউনলোড করতে পারছি না,mobileAppIssues
জন্ম সনদের নম্বর ঠিক করার জন্য কি কি কাগজপত্র প্রয়োজন,requiredDocuments
আমার ভোটার এলাকা বদলে গেছে,upazilaFieldEmpty
পুনরায়-ইস্যু ফি কত,reissueStatus
পুরোনো রেজিস্ট্রেশনের ইউজারনেম পাসওয়ার্ড দিয়ে এখন এনআইডি পোর্টালে ঢোকা যাবে,passwordErrors
আমার বউ এর নাম এনআইডিতে সংশোধন করতে কি কাগজপত্র দিতে হবে,nameCorrectionDocuments
ঠিকানা চেঞ্জ জন্য কি কোনো টাকা লাগবে,addressChangeFees
আবার দেখা হবে,agentTransferRequest
ছবি তোলার অনেক সময় হয়ে গেছে,photoTakenNoCard
ফোন নম্বর পরিবর্তন করতে কি কি ডকুমেন্টস লাগবে,requiredDocuments
পাসপোর্টের মেয়াদ না থাকলে কি প্রবাসে বসে ভোটার নিবন্ধন সম্ভব,overseasRegistration
ভোটার কার্ড করার সময় কতো টাকা লাগবে,newVoterFees
পিতা বা মাতা বা স্বামীকে মৃত উল্লেখ করতে কি প্রমাণপত্র দিতে হবে,deceasedRelativeInfo
কারো কার্ড ঠিক করার জন্য অনলাইনে আবেদন করার এড্রেস কি,onlineApplicationProcess
আমার স্মার্ট কার্ডের বর্তমান অবস্থা জানতে যাচ্ছি।,smartCardConversion
আইডি কার্ড ক্ষতিগ্রস্ত হয়েছে,reissueStatus
মৃত ব্যক্তির আইডিকার্ড সংশোধন করতে কি করণীয়,onlineApplicationProcess
ঠিকানা পরিবর্তনের আবেদন করলে কি ফি দিতে হয়,addressChangeFees
আবেদনে ভুল তথ্য দেয়া গেছে কি করবো,correctionErrors
আমি ঠিকানা চেঞ্জের জন্য আবেদন করেছি,onlineAddressInquiry
আপনার উত্তর কোথায়,generalQueries
আমি পুরোটা ধরতে পারি নাই,applicationFailures
কার্ডে ফোন নম্বর আপডেট করার জন্য কি ডকুমেন্টস দরকার,requiredDocuments
কম বয়সী এনআইডি কার্ডধারীরা কখন ভোটার হন,ageEligibility
ভোটার ঠিকানা চেন্জ করে কার্ড ডাউনলোড করতে পারছি না কেন,unavailableServices
আগে কার্ড এর পোর্টাল এ রেজিস্ট্রেশন করা ছিল এখন কিভাবে লগ-ইন করব,onlineServicesInquiry
আমার এনআইডি কার্ডে পিতার নামের বানানে ভুল হয়েছে,nameSpellingCorrection
আমি বিদেশে থাকি ছবি তুলছি কার্ড এর জন্য,photoTakenLongAgo
এনআইডি রি-ইস্যু করার জন্য কি কি কাগজপত্র লাগবে,reissueStatus
আমার ন্যাশনাল আইডির ছবি নেওয়া হয়েছিল,photoTakenLongAgo
জামাইর এনআইডি নম্বর পরিবর্তন এর উপায় কি,nameChangeProcess
অনলাইনে এনআইডি সেবা কি কি করে,onlineServicesInquiry
স্মার্ট কার্ডের বা চিপসহ কার্ড মুদ্রণ তথ্য জানতে আমি কীভাবে এসএমএস পাঠাবো,smartCardPrintStatus
কিভাবে স্মার্ট কার্ড মুদ্রণ সম্পর্কে জানতে ম্যাসেজ পাঠাবো,smartCardPrintStatus
বর্তমান ঠিকানায় ভোটার হওয়ার জন্য কি করণীয়,newVoterProcess
আমি একবারই ভোটার হয়েছি কিন্তু আমার নতুন ভোটার এর এপ্লাই বাতিল করা হয়েছে,newVoterRejection
কার্ড উত্তোলনের জন্য প্রাপ্তি রশিদ না থাকলে কি করতে হবে,websiteErrors
বর্তমান ঠিকানা কি অনলাইনে আবেদন করা যাবে,onlineAddressInquiry
স্বামী নাম সংশোধনে এনআইডি কার্ডে কি কি ডকুমেন্টস লাগবে,nameCorrectionDocuments
ঠিকানা পরিবর্তন করতে পূর্ববর্তী ভোটার এলাকার তথ্য কোথায় পাওয়া যাবে,addressUpdateProblems
আমার স্মার্ট কার্ড কোথা থেকে সংগ্রহ করতে পারি,smartCardConversion
ভুল করে ২য় বার ভোটার হয়েছি। জানতে পারলাম ম্যাচ ফাউন্ড. এখন কি করনীয়,correctionErrors
আগের আইডি কার্ডে অ্যানআইডি নম্বর ছিল বেশি,matchFoundErrors
আজকের মধ্যেই কার্ড পাওয়ার কোন ব্যবস্থা রয়েছে,websiteErrors
ছবি তোলার পর কতদিন পর এসএমএস পাবো,photoTakenNoCard
একই তথ্য কতবার পরিবর্তন করা যায়,onlineApplicationProcess
আমার স্মার্ট কার্ড আবেদনের স্ট্যাটাসটা জানতে যাচ্ছি।,smartCardConversion
বিকাশে কিভাবে ব্যালেন্স জমা হবে,correctionFees
অনলাইনে কি আমার নতুন ঠিকানা নথিভুক্ত করার জন্য আবেদন করতে পারি,onlineAddressInquiry
আগে রেজিষ্ট্রেশন করা হলে সাইন ইন করতে চাচ্ছি,generalQueries
অনলাইনে “অপ্রত্যাশিত সমস্যার জন্য দুঃখিত” দেখাচ্ছে,passwordErrors
ফি জমা দিয়ে আবেদন না করলে টাকা ফেরত পাব কি না,registrationFees
এনআইডি অনলাইন পোর্টালে “আপনার একাউন্ট লক করা হয়েছে” মেসেজ দেখায়,accountLocked
নতুন ভোটার হওয়া সত্ত্বেও কার্ড বাতিল বা রিজেক্টেড কেন হয়েছে,newVoterRejection
স্ত্রীর নামে ভুল থাকলে তা সংশোধনের জন্য কি কি ডকুমেন্টস লাগবে,nameCorrectionDocuments
আমার এনআইডি card এ অন্য ব্যক্তির তথ্য চলে এসেছে। কিভাবে সংশোধন করা যাবে,onlineApplicationProcess
এখানে আমি কীভাবে সাহায্য পাব,generalQueries
আমার এনআইডি কার্ডে কিছু তথ্য সংশোধন করতে চেয়েছিলাম,onlineApplicationProcess
আমার আর কোন কিছু জিজ্ঞাস করার নাই ধন্যবাদ,applicationFailures
আরেকটু বিস্তারিত বলুন,agentTransferRequest
ছবি কালো আসছে,photoTakenNoCard
রকেটে এনআইডি সংশোধনের ফি কিভাবে প্রদান করবো,correctionFees
আমি প্রবাসী হিসেবে ভোটার নিবন্ধন আবেদন করেছি,newVoterDuplicates
স্ত্রীর এনআইডি নম্বরে ভুল আছে,correctionErrors
ভোটার হওয়ার আগে কি কি শর্ত থাকে,newVoterProcess
আমার কেইসটা স্পেশাল,agentTransferRequest
আমার নাম ভোটার তালিকায় নেই কারণ হালনাগাদে যোগ দিতে পারিনি। এখন কি করবো,newVoterNoSms
রকেট মোবাইল ব্যাংকিং-এ এনআইডি সংশোধনের টাকা কীভাবে জমা হবে,correctionFees
আমি আমার পেশা পরিবর্তন করতে চাই কিন্তু কিভাবে করতে পারি,nameChangeProcess
ফিঙ্গারপ্রিন্ট দিয়ে একাউন্ট ভেরিফাই করতে সমস্যা হচ্ছে,formPrintIssues
আমি তো জানিনা ওইসব ব্যাপারে!,applicationFailures
ভোটার হওয়ার আগে কি কি শর্ত থাকে,newVoterProcess
ক্যাচ ইউ লেটার,generalQueries
পাসপোর্টের ক্ষেত্রে দশ ডিজিট এর ভোটার কার্ড নম্বর দিয়ে ভেরিফাই করা যায় না কেন অপরদিকে সতেরো ডিজিট নম্বর ব্যবহার করলে ভেরিফাই করা সম্ভব হয়।,unavailableServices
প্রবাসীদের ভোটার নিবন্ধন আবেদন জমা দিলাম,newVoterDuplicates
অ্যান্ড্রোয়েড ফোন না থাকলে আমি কি এনআইডি ওয়ালেট এপ্লিকেশনটা কিভাবে নামাতে পারি,mobileAppIssues
কার্ডে রক্তের গ্রুপ অন্তর্ভুক্তির প্রক্রিয়া সম্পর্কে জানাবেন,bloodGroupCorrection
আমার এনআইডি সংশোধন আবেদনের স্ট্যাটাস কি,correctionApplicationStatus
কমপ্লেইন সেকশনে ট্রান্সফার করুন,agentTransferRequest
স্মার্ট কার্ড নিতে কি কোন ফি রয়েছে,newVoterFees
আমি এম্বাসিতে আবেদন দিয়েছি,correctionApplicationStatus
ভোটার ঠিকানা ট্রান্সফার রিকোয়েস্ট চলমান,faceVerificationCompleted
আমার কার্ডে পিতা বা স্বামীর বা মাতার নামের জায়গায় মৃত উল্লেখ করা হয়েছে,deceasedRelativeInfo
কার্ডে পেশা আপডেট করতে কিভাবে আবেদন করব,onlineApplicationProcess
মোবাইলে এ ওটিপি না আসলে কীভাবে সমস্যার সমাধান করবো,mobileAppIssues
বাসা বদল করেছি,faceVerificationCompleted
নতুন ভোটার নিবন্ধনের জন্য বয়সের সীমা কত,ageEligibility
বাতিল হওয়া আবেদন পুনরায় করতে কি টাকা জমা করতে হবে,applicationCancelled
অনলাইন পোর্টালে সাইন আপ করার জন্য প্রথমে কী করতে হবে,onlineServicesInquiry
এনআইডি কার্ডে মাতাকে মৃত উল্লেখ করার জন্য কোন সনদ জমা দিতে হবে,deceasedRelativeInfo
পিতার এনআইডি নম্বরে কি কোনো পরিবর্তন সম্ভব,nameChangeProcess
আমি চাই একদম আলাদা কিছু,applicationFailures
ভোটার এলাকা পরিবর্তনের জন্য কি অনলাইন আবেদন করা যায়,onlineAddressInquiry
বর্তমান ও স্থায়ী ঠিকানা এট এ টাইম চেঞ্জ করার আবেদন কি করা সম্ভব,onlineAddressInquiry
ভোটার হওয়ার পূর্ব শর্ত কী কী,newVoterProcess
নতুন ভোটার হিসেবে অনলাইনে কীভাবে আবেদন করবো,onlineServicesInquiry
জন্মস্থান সঠিক নয়,correctionErrors
তো কি করবো এখন,applicationFailures
আমার কার্ড এ পাপার নাম ভুল আছে,nameSpellingCorrection
রকেট থেকে এনআইডির টাকা জমা দিতে হলে কী করবো,correctionFees
আব্বার নামের বানান ভুল আছে আমার কার্ডে কিভাবে ঠিক করা যাবে,nameSpellingCorrection
নতুন জাতীয় পরিচয়পত্র নিবন্ধন করার পদ্ধতি কী,newVoterProcess
একটু আবার বলবেন,agentTransferRequest
আমার আইডি লক এর আট ঘন্টা পরে রেজিস্ট্রেশন করতে গেছি কিন্তু এখনও লক দেখাচ্ছে,accountLocked
ফিঙ্গারপ্রিন্ট আপডেট করে বহুদিন হয়ে গেছে,formPrintIssues
অনেক দিন হয়ে গেল কোন মেসেজ পাচ্ছি না,unavailableServices
আমার কাছে স্পষ্ট না,applicationFailures
জন্ম নিবন্ধন নম্বর সংশোধনের জন্য কি কি কাগজপত্র লাগে,requiredDocuments
একটা তথ্য কি শুধুমাত্র একবার ই ঠিক করা যাবে,correctionErrors
বিয়ের পরে এনআইডি কার্ডে স্বামী নাম যোগ করতে কি কি কাগজপত্র লাগবে,nameCorrectionDocuments
বাবার ঠিকানা ও আমার ঠিকানা আলাদা,differentAddresses
এনআইডি কার্ডে ঠিকানা বদলের জন্য কি কি সার্টিফিকেট লাগে,addressUpdateProblems
নতুন ভোটার হতে চাইলে কি করতে হবে,newVoterProcess
রেজিস্ট্রেশন হচ্ছে না এফ এন আইডি দিয়ে অনলাই পোর্টাল এ কি করব,unavailableServices
সংশোধনের আবেদন বাতিল করতে চাই,applicationCancelled
মোবাইল দিয়ে কোন ধরনের কার্ড এর আবেদনগুলো করতে পারি,smartCardConversion
এনআইডি করতে কোন কোন দেশের জন্য দ্বৈত নাগরিকত্ব লাগবে না,dualCitizenship
স্মার্ট কার্ড প্রিন্ট হওয়া বা বিতরণ সম্পর্কে কি আমাকে এসএমএস পাঠানো হবে,smartCardPrintStatus
বর্তমান ঠিকানা পরিবর্তন করতে কতদিন সময় প্রয়োজন,addressChangeTime
আমার মায়ের স্মার্ট কার্ড নম্বর পরিবর্তন করার প্রয়োজন।,nameChangeProcess
আমার এলাকায় সবাই কার্ড পেয়েছে,matchFoundErrors
কার্ড রিলেটেড প্রয়োজনীয় সাহায্য না পেলে অভিযোগ করার জন্য কি করতে হবে,websiteErrors
কার্ডে যদি কোনো তথ্য ভুল থাকে তবে সেটা কিভাবে সংশোধন করা যাবে,correctionErrors
আমি আমার জাতীয় পরিচয়পত্র সংশোধনের জন্য আবেদন করেছিলাম,correctionApplicationStatus
আমার কার্ডে পিতার নামের আগে মৃত শব্দ এড করতে চাইলে কি কি করতে হবে,deceasedRelativeInfo
নতুন আইডি কার্ড পাব কোথা থেকে সংশোধনের পর,onlineApplicationProcess
প্লাস্টিকের কার্ড হারিয়ে গেলে নতুন কার্ড রিইস্যু করা যায় কি,receiptLostSolutions
আপু প্লিজ আরেকবার বলতে পারবেন আমি শুনতে পারি নাই,agentTransferRequest
মোবাইলের সিম বা অন্যান্য ক্ষেত্রে ফিঙ্গারপ্রিন্ট দিলে আমার তথ্য আসেনা। কি করনীয়,formPrintIssues
পাসপোর্ট নম্বর সংশোধনে কি কি কাগজপত্র প্রয়োজন,requiredDocuments
আমি মাস আগে পিকচার চেঞ্জের জন্য আবেদন দিয়েছি,correctionApplicationStatus
আমি তো এসএসসি পাশ করিনি,applicationFailures
কার্ড এ স্বামীর নামের আগে ভুল কইরা মৃত লিখা কি করব,deceasedRelativeInfo
পেশা বদলানোর জন্য কোন কোন কাগজপত্র লাগবে,addressUpdateProblems
নিউ কার্ড নিয়ে নিয়েছি,websiteErrors
আমি নতুন দশ ডিজিট আইডি কার্ড পেয়েছি কিন্তু পুরানো পিন দিয়ে কাজ করছে না,unavailableServices
ওয়ালেট ডাউনলোড না হলে কি সমাধান আছে,mobileAppIssues
আমি ফেস এর ভেরিফিকেশন সফলভাবে করেছি,faceVerificationCompleted
ঠিকানা পরিবর্তন করলেও,onlineAddressInquiry
নতুন ভোটারের জন্য অনলাইনে আবেদন করেছি কিন্তু ফর্মটি প্রিন্ট করলে ফন্ট ভেঙ্গে যাচ্ছে। কি করণীয়,formPrintIssues
ছবি তোলার জন্য মোবাইলে বার্তা পেলাম,photoTakenNoCard
পিতা বা স্বামীর নামের ভুল বানান ঠিক করতে কি কি দলিল দিতে হবে,nameSpellingCorrection
চিপসহ কার্ড হারিয়ে গেলে আবার কি ভাবে নতুন কার্ড পাবো,receiptLostSolutions
টিন নম্বরের জন্য কোন কোন ডকুমেন্টস লাগবে,requiredDocuments
নতুন নিবন্ধনের জন্য কি কি ডকুমেন্ট জমা দিতে হয়,newVoterProcess
স্মার্ট কার্ড মুদ্রণ সম্পর্কে জানার জন্য কিভাবে এসেমেস পাঠাবো,smartCardPrintStatus
প্রবাসী এনআইডি নিবন্ধন করলেও স্মার্ট কার্ড কোথা থেকে পাবো,smartCardConversion
আমি কিছুই বুঝতে পারিনি,applicationFailures
বাংলাদেশে আমার স্মার্ট কার্ডের প্রিন্টিং অবস্থা জানতে কোন নাম্বারে এসএমএস করা যায়,smartCardPrintStatus
এনআইডি সংশোধনের জন্য কোথায় যোগাযোগ করতে হবে,onlineApplicationProcess
স্মার্ট কার্ড কত টাকার,newVoterFees
আমার পার্মানেন্ট ঠিকানা পরিবর্তন করার জন্য এনআইডি কার্ডে কি কি ডকুমেন্ট লাগবে,addressUpdateProblems
জাতীয় পরিচয়পত্রে মা'র নামের বানান সংশোধন করতে কোন কাগজপত্র প্রয়োজন,nameCorrectionDocuments
তুমি কি কাঁদো,applicationFailures
স্মার্ট কার্ড তুলতে কি কি জমা দেওয়া লাগে,newVoterFees
রি-ইস্যু করতে কত খরচ,reissueStatus
ফিঙ্গারপ্রিন্ট আপডেটের পরেও কেনো পেন্ডিং,formPrintIssues
আমার স্ত্রীর এনআইডি কিভাবে চেঞ্জ করব,nameChangeProcess
নতুন ভোটার হওয়ার জন্য কি ফি জমা দিতে হয়,registrationFees
আমি আমার কার্ডের জন্য বায়োমেট্রিক সাবমিট করেছি,faceVerificationCompleted
কার্ডে ব্লাড রিলেটেড ইনফো ঠিক করতে কি করা লাগবে,onlineApplicationProcess
আমি অ্যানআইডি বা ভোটার নিবন্ধনের জন্য আবেদন দিয়েছি,newVoterDuplicates
কলটা কেটে দেন,generalQueries
কি কি কারণে স্মার্ট কার্ড প্রিন্ট নাও হতে পারে,smartCardPrintStatus
ফেস ভেরিফাই হয়ে গেছে,unavailableServices
আমার জাতীয় পরিচয়পত্রের অংশবিশেষ পুড়ে গেছে,reissueStatus
আর কোনো প্রশ্ন নেই,applicationFailures
যদি আমার জন্ম নিবন্ধন এবং এসএসসি সনদে তথ্যগত পার্থক্য থাকে,differentAddresses
আমার কার্ডে আমার স্বামী-র নামের আগে মৃত উল্লেখ করতে চাই,deceasedRelativeInfo
ঠিকানা বদলের জন্য ভোটার এলাকা পরিবর্তন ফরমে কি কি কাগজপত্র লাগে,addressUpdateProblems
সংশোধন আবেদন জমা দেওয়ার জন্য টাকা জমা দিয়েছিলাম,correctionFees
আমি ভোটার স্থানান্তর করেছি,faceVerificationCompleted
এনআইডি কার্ডে তথ্য পরিবর্তনের প্রক্রিয়া কী,onlineApplicationProcess
আগের কার্ড চুরি হয়ে গেছে নতুন কার্ডের জন্য কত টাকা ফি দিতে হবে,receiptLostSolutions
আমি জাপানে আছি কি করে আমি বাংলাদেশের এনআইডি কার্ড পাব,overseasRegistration
আমার আইডি তে লক দেখাচ্ছে কিভাবে কি করা লাগবে,accountLocked
অপ্রত্যাশিত সমস্যার জন্য দুঃখিত' এরকম বার্তা দেখাচ্ছে,passwordErrors
এই চ্যাটবটের মাধ্যমে জাতীয় পরিচয় পত্র পুনঃপ্রাপ্তি সম্পর্কে সহায়তা চাইতে পারি,chatbotCapabilities
ছবি তোলার জন্য যে রশিদ পেয়েছিলাম,photoTakenLongAgo
প্রবাসী এনআইডি বা ভোটার নিবন্ধনের জন্য আমি আমেরিকার এম্বাসিতে আবেদন করেছি। স্মার্ট কার্ড কিভাবে পাবো,smartCardConversion
কার্ড রি-ইস্যুর জন্য সাপোর্টিং ডকুমেন্টস কিভাবে জমা দেবো,reissueStatus
দশ ডিজিট আইডি কার্ড পেয়ে পিন পরিবর্তনে সমস্যা হচ্ছে,matchFoundErrors
তালাকের পর আমার কার্ড এর তে স্বামীর নাম বাদ দেওয়ার প্রসেস কী,nameCorrectionDocuments
ছবি তোলার জন্য মেসেজ পেয়েছি,photoTakenNoCard
আমার এনআইডি সংক্রান্ত সব কাগজপত্র হারিয়ে গেছে,receiptLostDuplicates
আমার মা এর এনআইডি নম্বর আপডেট করতে চাই,nameChangeProcess
আমি আমার বাংলাদেশের এনআইডি স্মার্ট কার্ডে নিবন্ধন করতে চাই।,smartCardConversion
পাসওয়ার্ড ভুল দেখালে কি পদক্ষেপ নিতে হবে,passwordErrors
আমি কার্ডে নতুন স্বাক্ষর এড করতে চাই,websiteErrors
আমি ইউরোপে আছি। বাংলাদেশের এনআইডি কার্ডের জন্য আবেদন করতে কি করতে হবে,overseasRegistration
নতুন ঠিকানায় আপডেট করতে কোন ধরনের ফি আছে,addressChangeFees
মায়ের এনআইডি নম্বরে ভুল আছে,correctionErrors
প্রকাশ্যতা নেওয়ার সময় আমার ছবি তোলা হয়েছিল,photoTakenLongAgo
আমি ফরেইনার দূতাবাসে এনআইডি বা ভোটার নিবন্ধন আবেদন করেছি,overseasRegistration
স্থায়ী ঠিকানা আপডেট করতে কত সময় লাগে,addressChangeTime
ভোটার এলাকা পরিবর্তন করতে কি কি প্রয়োজন,addressUpdateProblems
একাউন্ট তৈরির সময় কিউআর কোড এসেছে,generalQueries
আমি একজন মানুষের সাথে কথা বলতে চাই,agentTransferRequest
মাতাকে মৃত উল্লখ করতে চাইলে কি কি কাগজ লাগবে,deceasedRelativeInfo
আমি ভোটার হয়েছি,newVoterDuplicates
ফর্ম নম্বর দিয়ে দিয়ে রেজিষ্ট্রেশন করতে পারছি না।,unavailableServices
পেশায় ভুল আছে,correctionErrors
বিভিন্ন তথ্যের রং আসছে সেটা সংশোধনে কি করতে হবে,onlineApplicationProcess
এনআইডি কার্ডে বার্থ প্লেস ভুল হয়েছে,correctionErrors
কি হবে আমার এনআইডি লক হয়ে গেছে,accountLocked
রি-ইস্যু আবেদনের ফি আমি জমা দিয়েছি তবে আবেদন সাবমিট করার আগেই টাকা ব্যবহার হয়ে গেছে,reissueStatus
প্রবাসী বাংলাদেশীদের জন্য জাতীয় পরিচয়পত্র বা ভোটার হওয়ার কী প্রক্রিয়া,newVoterProcess
আমি কীভাবে অনলাইনে জাতীয় পরিচয় পত্র যাচাইকরণের স্ট্যাটাস চেক করতে পারি,onlineServicesInquiry
আমি কি অনলাইনে আমার ঠিকানা বদলের জন্য আবেদন করতে পারি,onlineAddressInquiry
নতুন ভোটার হয়ে স্মার্ট কার্ড পেতে কি করতে হবে,smartCardConversion
আমি কয়েক মাস আগে ছবি তুলেছিলাম কিন্তু স্লিপটা হারিয়ে ফেলেছি,receiptLostDuplicates
এনআইডি ওয়ালেট শুধু অ্যান্ড্রয়েড ফোনে চলে আমি কী করবো,mobileAppIssues
স্মার্ট কার্ড কোথায় নিতে হবে,smartCardConversion
আমি এবং আমার বাবার ঠিকানা আলাদা,differentAddresses
অনলাইনে ভোটার এলাকা পরিবর্তন করা যায় কি,onlineAddressInquiry
জন্ম তারিখ পরিবর্তনের জন্য প্রয়োজনীয় নথিপত্র কী,requiredDocuments
আমি স্মার্ট কার্ড করতে চাই,smartCardConversion
বাংলাদেশের জাতীয় পরিচয়পত্রে ফোন নম্বর আপডেট করতে কি কি কাগজপত্র জমা দিতে হবে,requiredDocuments
স্বাক্ষর আপডেট করতে হলে কি কি লাগে,requiredDocuments
নতুন ভোটার হওয়ার জন্য অনলাইনে ফর্ম পূরণ করবো কীভাবে,onlineServicesInquiry
এনআইডি হারালে আবার কিভাবে নতুন করে পাবো,receiptLostSolutions
ভোটার ঠিকানা পরিবর্তনের জন্য ইউটিলিটি বিল ছাড়া কি অন্য কোনো কাগজপত্র জমা দিতে হবে,addressUpdateProblems
মার ভোটার আইডি নম্বর আপডেট করতে চাই।,nameChangeProcess
জাতীয় পরিচয়পত্রে আমার বাবার নাম বদল করতে কি কি লাগবে,nameChangeProcess
আমি কি আরও কিছু জানতে পারি,applicationFailures
ফরম নাম্বার দিয়ে রেজিস্ট্রেশন করলাম,newVoterDuplicates
আমার পরের ভোটাররা স্মার্ট কার্ড নিয়েছে,smartCardConversion
এই চ্যাটবট কি কি প্রশ্নের উত্তর দিতে পারে,chatbotCapabilities
দ্রুত ভোটার হওয়ার জন্য কোন ব্যবস্থা আছে,newVoterProcess
স্বাক্ষর পরিবর্তনের প্রক্রিয়া কী,onlineApplicationProcess
আমার আইডিতে বাবার নামের বানান ভুল হয়ে গেছে,nameSpellingCorrection
অনলাইনে আবেদন করা হয়েছে,onlineServicesInquiry
অনলাইনে কি কি সেবা পাবো এনআইডি সার্ভিস থেকে,onlineServicesInquiry
প্রবাসী এনআইডি বা ভোটার নিবন্ধনের জন্য দূতাবাসে আবেদন করেছি। স্মার্ট কার্ড কীভাবে পাবো,smartCardConversion
ভুলে পিতাকে মৃত দেখানো হয়েছে,deceasedRelativeInfo
এম্বাসিতে ভোটার নিবন্ধন আবেদন করার পর এডজুডিকেশন পেন্ডিংঅবস্থায় থাকার কারণে কি করা উচিত,pendingApplications
আমার কার্ডে মাতার নামের আগে মৃত শব্দটি যুক্ত করতে চাচ্ছি এইটার জন্য কি করব,deceasedRelativeInfo
আমার আসল শিক্ষাগত যোগ্যতা কম,applicationFailures
কি কি সেবা প্রদান করা হয় না অনলাইনে এনআইডির জন্য,onlineServicesInquiry
এনআইডি একাউন্ট লক হয়ে গেছে,accountLocked
কার্ডে রক্তের গ্রুপের তথ্য কিভাবে ঠিক করব,bloodGroupCorrection
ভোটার এলাকার নাম,upazilaFieldEmpty
নতুন ভোটার হওয়ার জন্য আবেদনে শনাক্তকারী কার নাম লিখতে হবে,newVoterProcess
জরুরি রি-ইস্যু আবেদন করেছি,reissueStatus
অনলাইনে স্থায়ী ঠিকানা সংশোধন করা যাবে,onlineAddressInquiry
কার্ডে আমার শিক্ষাগত যোগ্যতা ভুল আছে,correctionErrors
রি-ইস্যু আবেদন করছিলাম আর কতদিন লাগে,reissueStatus
আমি ভোটার আইডি কার্ডের জন্য আবেদন করেছি কিন্তু কোনো এসএমএস আসেনি উপজেলা থেকে,newVoterNoSms
আমার যে নম্বর দিয়েছে কাগজে সেটা দিয়ে রেজিস্ট্রেশন করা যাচ্ছে না কি করবো,unavailableServices
আমার কার্ড লক হয়ে গেছে,accountLocked
আমি প্রথম ভোটার হয়েছি কিন্তু আমার নতুন ভোটার আবেদন বাতিল হয়ে গেছে,newVoterRejection
আর কিছু লাগবে না,applicationFailures
নতুন ভোটার নিবন্ধনের জন্য ফর্মটা প্রিন্ট করলে ফন্ট ভাঙছে,formPrintIssues
আমার ছবি তোলার সময় প্রাপ্ত রশিদ কোথায় হারিয়ে গেছে,receiptLostDuplicates
এনআইডি তে ভুল সংশোধনের জন্য আবেদন কোথায় করবো,correctionErrors
আমার কার্ডে বাবার নামের আগে মৃত শব্দটি যুক্ত করতে চাচ্ছি এইটার জন্য কি করব,deceasedRelativeInfo
কার্ডে সাইন টা আপডেট করতে কি করা লাগবে,onlineApplicationProcess
পেশা পরিবর্তনের কিভাবে করে,onlineApplicationProcess
আমার জাতীয় পরিচয়পত্রে জন্মস্থান ভুল লেখা আছে,correctionErrors
কার্ড হারানো বা নষ্ট হলে কত খরচ আসবে,receiptLostSolutions
ভোটার রিলেটেড অফিস বা উপজেলাগুলোতে গেলে সাহায্য পাচ্ছি না,newVoterNoSms
নির্ধারিত সময়ের বাইরে নয় চেপে প্রতিনিধি সংযোগ করুন।,generalQueries
কার্ড লক হয়ে গেলে কী পদক্ষেপ নিতে হবে,accountLocked
আমার জন্মস্থানের তথ্য ভুল,correctionErrors
ভুল ক্রমে কার্ড এ স্বামীর নামের আগে মৃত লেখা সংশোধনের জন্য কি কি ডকুমেন্টস লাগে,nameCorrectionDocuments
সংশোধন আবেদন বাতিল করার পদ্ধতি কী,applicationCancelled
আমার কার্ডে জন্ম তারিখ এর ভুল পরিবর্তনের আবেদন কীভাবে করব,correctionErrors
এই চ্যাটবট কি ধরনের সেবা প্রদান করে,chatbotCapabilities
আমার এনআইডি অ্যাকাউন্ট লক হয়ে গেছে,accountLocked
নতুন ভোটার হয়ে স্মার্ট কার্ড সংগ্রহ করার প্রক্রিয়া কি,smartCardConversion
ঠিকানা সংশোধনের জন্য অনলাইনে আবেদন করা যাবে কি,onlineAddressInquiry
নতুন ভোটার নিবন্ধন ফর্ম প্রিন্ট করার পর ফন্ট সমস্যা হলে কি করবো,formPrintIssues
আমি বিদেশে বসে এনআইডি কার্ডের জন্য আবেদন করেছি,overseasRegistration
বয়স এর তথ্য ঠিক করানো লাগবে কার্ডে এইটার জন্য কোথায় যোগাযোগ করতে পারি,ageEligibility
আমার কার্ড এ আম্মার নামের আগে মৃত যুক্ত করতে চাচ্ছি কিভাবে করব,deceasedRelativeInfo
আচ্ছা আপনি কি বলতে চান,agentTransferRequest
এনআইডি ওয়ালেট এ ফেস ভেরিফিকেশন করতে পারছি না।,unavailableServices
ভুলে কার্ডে জামাইর নাম এর আগে কার্ড এ মৃত চলে আসছে,deceasedRelativeInfo
অনেক আগে ভোটার হয়েছিলাম,newVoterDuplicates
ভোটার নিবন্ধন ভুল হলে কি করতে হবে,correctionErrors
নতুন এনআইডি পেতে অনলাইন আবেদন কোথায় করবো,onlineServicesInquiry
আমার বাবার জন্য নতুন এনআইডি নম্বর চাই।,nameChangeProcess
আমার আইডি করাতে সময় মাতার নামের বানানে একটি ভুল হয়ে গেছে। এখন আমি এই ভুলটি সংশোধন করতে চাই। কিন্তু কার সাথে যোগাযোগ করতে হবে তা আমি জানি না।,nameSpellingCorrection
স্মার্ট কার্ড নেওয়ার জন্য কি পেমেন্ট করতে হবে,newVoterFees
আমার কার্ড সংশোধনের জন্য অনলাইনে আবেদন করা হয়েছে,onlineApplicationProcess
আমার এন আইডি এফ এন নম্বর দিয়ে রেজিষ্ট্রেশন কেন হচ্ছে না,unavailableServices
আমার কার্ডের তথ্য ভুল আছে,correctionErrors
ভোটার মাইগ্রেট শেষে রি-ইস্যুর জন্য কি প্রয়োজন,reissueStatus
